Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs
Implement-It GmbH - Apple Premium Reseller,"Computer-Hardware, Computer-Software, Elektronik, Computer, Handy & Telefonie, Notebooks & Tablets","Obertorstraße 4-6, 66111 Saarbrücken",+49 681 9591155,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.implement-it.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12677_x_y_01ee3e_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12678_x_y_75d301_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12679_x_y_be23c4_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12680_x_y_a337d1_05.jpg"
Euroshop,"Gesundheit und Kosmetik, Lebensmittel, Möbel & Haushaltswaren, Sonstiges, Souvenirartikel, Spielwaren, Sportausrüstung, Outdoor","Bahnhofstraße 22-24, 66111 Saarbrücken",+49 931 90004404,"{""Montag"": ""09:30 - 19:30"", ""Dienstag"": ""09:30 - 19:30"", ""Mittwoch"": ""09:30 - 19:30"", ""Donnerstag"": ""09:30 - 19:30"", ""Freitag"": ""09:30 - 19:30"", ""Samstag"": ""09:30 - 19:30"", ""Sonntag"": ""Geschlossen""}",https://www.euroshop-online.de/,null,null
dm-Drogeriemarkt Bahnhofstraße,"Düfte, Fairtrade, Gesundheit und Kosmetik, Lebensmittel, Make-up, Nail Art, Naturkosmetik, Parfümerie, Drogerie, Pflege","Bahnhofstraße 71-73, 66111 Saarbrücken",+49 681 30140384,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.dm.de/,null,null
ASIA SMILE,Lebensmittel,"Diskontopassage, 66111 Saarbrücken",+49 681 9380113,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_6fe289_04.jpg
YOSEFINE,Lebensmittel,"Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
City Nails,"Gesundheit und Kosmetik, Nail Art","Dudweilerstraße 20, 66111 Saarbrücken",+49 681 93862111,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""09:30 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://city-nails-beauty-products-wholesaler.business.site/,null,null
Lio Nails,"Gesundheit und Kosmetik, Nail Art","Dudweilerstraße 3, 66111 Saarbrücken",+49 681 93872525,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 19:30"", ""Mittwoch"": ""09:30 - 19:30"", ""Donnerstag"": ""09:30 - 19:30"", ""Freitag"": ""09:30 - 19:30"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Maurer Einrichtungen,"Möbel & Haushaltswaren, Sonstiges, Wohnen & Einrichten","Dudweilerstraße 94, 66111 Saarbrücken",+49 681 91033550,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://maurer-einrichtungen.de/,null,null
Tredy Fashion GmbH,"Bekleidung/Accessoires, Damenmode","Bahnhofstraße 56, 66111 Saarbrücken",+49 681 94996966,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.tredy-fashion.de,null,null
amplifon,"Gesundheit und Kosmetik, Hörgeräte","Stengelstraße 8, 66117 Saarbrücken",+49 681 9685860,"{""Montag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.amplifon.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_417c66_04.jpg
Ansons Herrenhaus KG,"Bekleidung/Accessoires, Herrenmode","Bahnhofstraße 69, 66111 Saarbrücken",+49 681 94007813,"{""Montag"": ""11:00 - 20:00"", ""Dienstag"": ""11:00 - 20:00"", ""Mittwoch"": ""11:00 - 20:00"", ""Donnerstag"": ""11:00 - 20:00"", ""Freitag"": ""11:00 - 20:00"", ""Samstag"": ""11:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.ansons.de,Ansons Herrenhaus bietet Ihnen eine große Auswahl mit erstklassiger Qualität an Männer Mode an.,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_b75950_04.jpg
Naturkreis Saarbrücken,"Gesundheit und Kosmetik, Lebensmittel, Naturkosmetik","Mainzer Straße 48, 66121 Saarbrücken",+49 681 98802490,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""12:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://naturkreis.de,null,null
Weine Balthasar,"Lebensmittel, Spirituosen","Mainzer Straße 33, 66111 Saarbrücken",+49 157 58199672,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""12:00 - 18:00"", ""Mittwoch"": ""12:00 - 18:00"", ""Donnerstag"": ""12:00 - 18:00"", ""Freitag"": ""12:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://www.weine-balthasar.de/de/,Im Dezember zusätzlich Montag von 10-19 Uhr und Samstag von 10-16 Uhr.,https://einkaufen.saarbruecken.de/cache/media/attachments/2008/12/5368_x_y_6b1f3b_12.jpg
Toto-Lotto Tabakwaren Schüler,"Lebensmittel, Tabak","Dudweilerstraße 50, 66111 Saarbrücken",+49 681 36810,"{""Montag"": ""09:00 - 12:30 und 13:00 - 18:00"", ""Dienstag"": ""09:00 - 12:30 und 13:00 - 18:00"", ""Mittwoch"": ""09:00 - 12:30 und 13:00 - 18:00"", ""Donnerstag"": ""09:00 - 12:30 und 13:00 - 18:00"", ""Freitag"": ""09:00 - 12:30 und 13:00 - 18:00"", ""Samstag"": ""10:00 - 12:30 und 13:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Damas,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null
PP Designermoden First und Secondhand,"Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Herrenmode, Herrenschuhe, Lederwaren, Schmuck/Uhren, Schuhe, Second Hand","Egon-Reinert-Str. 2, 66111 Saarbrücken",+49 152 52330413,"{""Montag"": ""12:00 - 17:00"", ""Dienstag"": ""12:00 - 17:00"", ""Mittwoch"": ""12:00 - 17:00"", ""Donnerstag"": ""12:00 - 17:00"", ""Freitag"": ""12:00 - 17:00"", ""Samstag"": ""11:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",null,"PP Designer Moden First und Secondhand seit 1985. Unser Warenangebot besteht aus gehobener Boutiquenware als Neuware last Season und Designerware im  secondhand Bereich. Puristisches wie Jil Sander, René Lezard, St. Emile- Extravagantes wie Prada, Missoni, Cavalli oder lieber sportlicher wie Marccain, Mason´s, Sportalm um nur einige Beispiele zu nennen finden Sie auf über 100 qm für Damen und eine kleine aber feine Herrenabteilung. Hochwertige Jacken- auch Leder , schicke Abendbekleidung und zur kalten Jahreszeit  Pullover und winterliche Mode. Auch Accessoires wie Taschen, Tücher und Schuhe haben wir im Repertoire. Wenn Sie etwas Besonderes suchen, teilen Sie es uns mit- wir benachrichtigen Sie gern, wenn wir es für Sie möglich machen Können. Selbstverständlich nehmen wir Ihre hochwertige aktuelle Ware in Kommission nach Termin oder in besonderen Fällen als Hausbesuch. Wir freuen uns auf Ihren Besuch! Petra Jost und Team",https://einkaufen.saarbruecken.de/cache/media/attachments/2016/11/46245_x_y_f09281_11.jpg
Dragonlord Games,"Elektronik, Computer, Games & Konsolen, Spielwaren","Mainzer Straße 39, 66111 Saarbrücken",+49 681 68828158,"{""Montag"": ""12:00 - 20:00"", ""Dienstag"": ""12:00 - 20:00"", ""Mittwoch"": ""12:00 - 20:00"", ""Donnerstag"": ""12:00 - 20:00"", ""Freitag"": ""12:00 - 20:00"", ""Samstag"": ""12:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://dragonlordgames.de,null,null
Buchhandlung St. Johann,"Bücher, Musik, Filme","Kronenstraße 6, 66111 Saarbrücken",+49 681 95805464,"{""Montag"": ""09:30 - 18:30"", ""Dienstag"": ""09:30 - 18:30"", ""Mittwoch"": ""09:30 - 18:30"", ""Donnerstag"": ""09:30 - 18:30"", ""Freitag"": ""09:30 - 18:30"", ""Samstag"": ""09:30 - 16:30"", ""Sonntag"": ""Geschlossen""}",http://www.bsj-sb.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_d1476a_04.jpg
EDEKA,"Fairtrade, Lebensmittel, Supermarkt","Mainzer Straße 64, 66121 Saarbrücken",+49 681 6857670,"{""Montag"": ""07:00 - 20:00"", ""Dienstag"": ""07:00 - 20:00"", ""Mittwoch"": ""07:00 - 20:00"", ""Donnerstag"": ""07:00 - 20:00"", ""Freitag"": ""07:00 - 20:00"", ""Samstag"": ""07:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Goldschmiede Grewenig,Schmuck/Uhren,"Fröschengasse 28, 66111 Saarbrücken",+49 681 371599,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:30 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""10:30 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""10:30 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""10:30 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""10:30 - 17:00"", ""Sonntag"": ""Geschlossen""}",http://www.grewenig-goldschmiede.de,null,null
Galerie Herburger,Sonstiges,"Kupfergasse 3, 66111 Saarbrücken",+49 681 31631,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 17:00"", ""Mittwoch"": ""10:00 - 17:00"", ""Donnerstag"": ""10:00 - 17:00"", ""Freitag"": ""10:00 - 17:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://rahmen-herburger.de/,null,null
Galerie Elitzer,Sonstiges,"Fürstenstraße 17, 66111 Saarbrücken",+49 681 33390,"{""Montag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Dienstag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.galerie-elitzer.com,null,null
Fitness Shop,"Fitness & Training, Sportausrüstung, Outdoor","Katholisch-Kirch-Straße 5, 66111 Saarbrücken",+49 681 9387089,"{""Montag"": ""11:00 - 18:30"", ""Dienstag"": ""11:00 - 18:30"", ""Mittwoch"": ""11:00 - 18:30"", ""Donnerstag"": ""11:00 - 18:30"", ""Freitag"": ""11:00 - 18:30"", ""Samstag"": ""10:30 - 17:30"", ""Sonntag"": ""Geschlossen""}",http://www.fitness-shop-saar.de,null,null
Discount Waschsalon,"Bekleidung/Accessoires, Reinigung","Blumenstraße 42, 66111 Saarbrücken",null,"{""Montag"": ""07:00 - 23:00"", ""Dienstag"": ""07:00 - 23:00"", ""Mittwoch"": ""07:00 - 23:00"", ""Donnerstag"": ""07:00 - 23:00"", ""Freitag"": ""07:00 - 23:00"", ""Samstag"": ""07:00 - 23:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Exclusiv Polsterei,Möbel & Haushaltswaren,"Mainzer Straße 112, 66121 Saarbrücken",+49 681 67975,"{""Montag"": ""08:00 - 17:00"", ""Dienstag"": ""08:00 - 17:00"", ""Mittwoch"": ""08:00 - 17:00"", ""Donnerstag"": ""08:00 - 17:00"", ""Freitag"": ""08:00 - 17:00"", ""Samstag"": ""08:00 - 12:00"", ""Sonntag"": ""Geschlossen""}",http://www.exclusiv-polsterei.de,null,null
Comma,"Bekleidung/Accessoires, Düfte, Gesundheit und Kosmetik, Lederwaren, Schuhe","Trierer Straße 1, 66111 Saarbrücken",+49 681 70960951,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.comma-store.de,null,null
Flamingo Market,"Bekleidung/Accessoires, Schmuck/Uhren","Försterstraße 21, 66111 Saarbrücken",+49 681 374053,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""11:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.flamingomarket.de,null,null
City Bazar,"Lebensmittel, Supermarkt","Mainzer Straße 135, 66121 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Wilais Thai - Imbiss & Asia Shop,null,"Kaiserstraße 6, 66111 Saarbrücken",+49 681 709777455,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Top Clean,null,"Mainzer Straße 110, 66121 Saarbrücken",+49 681 68210,"{""Montag"": ""08:00 - 18:00"", ""Dienstag"": ""08:00 - 18:00"", ""Mittwoch"": ""08:00 - 12:00"", ""Donnerstag"": ""08:00 - 18:00"", ""Freitag"": ""08:00 - 18:00"", ""Samstag"": ""08:00 - 12:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Kletterzentrum,null,"Mainzer Straße 30, 66111 Saarbrücken",+49 681 6852881,"{""Montag"": ""14:00 - 22:00"", ""Dienstag"": ""14:00 - 22:00"", ""Mittwoch"": ""14:00 - 22:00"", ""Donnerstag"": ""14:00 - 22:00"", ""Freitag"": ""14:00 - 22:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""10:00 - 21:00""}",http://www.kletterzentrum-saarbruecken.de,null,null
LASCANA Dessous/Bademode,"Bademode, Bekleidung/Accessoires, Dessous","Trierer Straße 1, 66111 Saarbrücken",+49 681 41620079,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null
JD Sports,"Schuhe, Spielwaren","Trierer Straße 1, 66111 Saarbrücken",+49 681 99194942,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.jdsports.de,null,null
VINDUE,"Bekleidung/Accessoires, Bücher, Musik, Filme, Damenmode, Damenschuhe, Düfte, Gesundheit und Kosmetik, Parfümerie, Drogerie, Pflege, Schuhe","Schillerplatz 2, 66111 Saarbrücken",+49 681 95807880,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:30 - 19:00"", ""Mittwoch"": ""10:30 - 19:00"", ""Donnerstag"": ""10:30 - 19:00"", ""Freitag"": ""10:30 - 19:00"", ""Samstag"": ""10:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.vindue-sb.com,null,null
Steampunk,Sonstiges,"Obertorstraße 5, 66111 Saarbrücken",+49 681 93868243,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.facebook.com/Steampunk.Saar,Elektronische Zigaretten,null
dm-Drogeriemarkt Diskontopassage,"Düfte, Fairtrade, Gesundheit und Kosmetik, Lebensmittel, Make-up, Nail Art, Naturkosmetik, Parfümerie, Drogerie, Pflege","Diskontopassage 35, 66111 Saarbrücken",+49681 906 6815,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.dm.de/store/d31h/saarbruecken/discontopassage-35,null,null
Reformhaus Escher,"Fairtrade, Lebensmittel","Kaiserstraße 2, 66111 Saarbrücken",+49 681 3907460,"{""Montag"": ""08:30 - 18:00"", ""Dienstag"": ""08:30 - 18:00"", ""Mittwoch"": ""08:30 - 18:00"", ""Donnerstag"": ""08:30 - 18:00"", ""Freitag"": ""08:30 - 18:00"", ""Samstag"": ""08:30 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.reformhaus-escher.de,null,null
s'Oliver,Bekleidung/Accessoires,"Trierer Straße 1, 66111 Saarbrücken",+49 681 84120080,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.soliver.de,null,null
Thalia,"Bücher, Musik, Filme, Fachbücher, Sachbücher, Schulbücher, Sonstiges","Bahnhofstraße 54, 66111 Saarbrücken",+49 681 38830,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.thalia.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_224b9b_04.jpg
Mc Paper,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf","Bahnhofstraße 59, 66111 Saarbrücken",null,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.mcpaper.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_f1fe99_04.jpg
Tchibo GmbH,"Bekleidung/Accessoires, Elektronik, Computer, Lebensmittel, Möbel & Haushaltswaren, Schmuck/Uhren, Sonstiges","Bahnhofstraße 50, 66111 Saarbrücken",+49 681 30986640,"{""Montag"": ""09:00 - 19:30"", ""Dienstag"": ""09:00 - 19:30"", ""Mittwoch"": ""09:00 - 19:30"", ""Donnerstag"": ""09:00 - 19:30"", ""Freitag"": ""09:00 - 19:30"", ""Samstag"": ""09:00 - 19:30"", ""Sonntag"": ""Geschlossen""}",http://www.tchibo.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_a3ea5b_04.jpg
SCHLÜSSELNOTDIENST & SCHLÜSSELDIENST,Sonstiges,"Bruchwiesenanlage 2, 66125 Saarbrücken",null,"{""Montag"": ""00:00-24:00"", ""Dienstag"": ""00:00-24:00"", ""Mittwoch"": ""00:00-24:00"", ""Donnerstag"": ""00:00-24:00"", ""Freitag"": ""00:00-24:00"", ""Samstag"": ""00:00-24:00"", ""Sonntag"": ""00:00-24:00""}",https://schluesselnotdienstsaarbruecken.de,"R Sherman – Ihr Schlüsseldienst & Schlüsselnotdienst im Saarland 🔑 Ob zugefallene Tür, verlorener Schlüssel oder defektes Schloss – ich bin schnell, zuverlässig und rund um die Uhr für Sie da. Mit fairen Preisen und professioneller Technik öffne ich Türen ohne Schäden, wann immer möglich. Mein Einsatzgebiet umfasst Saarbrücken und das gesamte Saarland. Jetzt anrufen oder mehr erfahren 👉 https://schluesselnotdienstsaarbruecken.de",null
Hunkemöller Bahnhofstraße,"Bekleidung/Accessoires, Dessous","Bahnhofstraße 78, 66111 Saarbrücken",+49 681 3014336,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.hunkemoller.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_bf470c_04.jpg
Vodafone Bahnhofstraße,"Elektronik, Computer","Bahnhofstraße 12, 66111 Saarbrücken",+49 681 68640318,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://shops.vodafone.de/saarbruecken/bahnhofstr.-12,null,null
Mon Pierre Parfümerie,"Düfte, Gesundheit und Kosmetik, Make-up, Naturkosmetik, Parfümerie, Drogerie, Pflege","Bahnhofstraße 40, 66111 Saarbrücken",+49 681 93877899,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""09:30 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://mon-pierre.de/,null,null
Vero Moda / Jack & Jones,"Bademode, Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Dessous, Herrenmode, Herrenschmuck, Herrenschuhe, Lederwaren, Schmuck/Uhren, Schuhe","Trierer Strasse 1, 66111 Saarbrücken",+49 681 75590299,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.veromoda.com,"VERO MODA ist eine der erfolgreichsten Bekleidungsmarken für junge Frauen in ganz Europa. VERO MODA ist ein Teil des dänischen Modekonzerns Bestseller und besitzt mittlerweile mehr als 2.800 Filialen in 46 Märkten, weit über 12.000 Wholesale- Kunden und beschäftigt mehr als 120.000 Mitarbeiter. Der erste VERO MODA Store wurde im Jahre 1989 eröffnet. Heute existieren mehr als 1.000 Stores weltweit. Der Wunsch, starke Designkonzepte zu entwerfen, steht bei den 5 Brands von JACK & JONES im Mittelpunkt. Ziel des Markenkonzepts ist es, einen Store zu schaffen, der Trends und Styles für jeden Mann und zu jedem Anlass bietet. Weitere Informationen zu JACK & JONES und den Kollektionen unter www.jackjones.de.","https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33322_x_y_cb4a1a_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33321_x_y_a8d2e3_07.jpg"
Tally Weijl,"Bekleidung/Accessoires, Schuhe","Trierer Strasse 1, 66111 Saarbrücken",+49 681 76180584,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.tally-weijl.com/de_DE/,null,null
STUDIOLINE PHOTOGRAPHY,"Elektronik, Computer, Kamera & Foto","Trierer Straße 1, 66111 Saarbrücken",+49 681 75590196,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.studioline.de,"Immer gut gelaunt und mit einem herzlichen “Servus” auf den Lippen begrüßen Sie die Fotografen von Studioline Photography in Saarbrücken in der Europa-Galerie. Im Fotostudio im Erdgeschoss des historischen und zugleich modernen Einkaufscenters legt das Team besonders viel Wert auf ausdrucksstarke Porträtfotos. Auch Fotoshootings mit mehreren Beteiligten – Freunde, Familie, Partner oder Partnerin – gehören zum Repertoire. Die Fotografen wissen genau, wann sie auf den Auslöser klicken müssen, um einzigartige Bilder zu bekommen.",null
