Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs,Sonstiges
X-COMICS,"Bücher, Musik, Filme","Lortzingstraße 14, 66111 Saarbrücken",+49 681 35157,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.x-comics.de,null,null,null
Vorwerk,"Haushaltsgeräte & Staubsauger, Möbel & Haushaltswaren","St. Johanner Markt 30, 66111 Saarbrücken",+49 681 30140008,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.vorwerk.com/de/de/c/home/produkt-vorfuehrung/stores,null,null,null
DESIGUAL,"Babymode, Bademode, Bekleidung/Accessoires, Damenmode, Damenschuhe, Herrenmode, Herrenschuhe, Kindermode, Lederwaren, Schuhe","Trierer Straße 1, 66111 Saarbrücken",+49 15290014418,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.desigual.com/de_DE/,null,null,null
Deichmann Schuhe Bahnhofstraße,"Bekleidung/Accessoires, Damenschuhe, Herrenschuhe, Kinderschuhe, Lederwaren, Schuhe, Sportschuhe","Bahnhofstraße 45, 66111 Saarbrücken",+49 681 31576,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.deichmann.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76602_x_y_1bc4c8_04.jpg,null
Metzgerei Konrad GmbH,Lebensmittel,"Diskontopassage, 66111 Saarbrücken",+49 681 9101781,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.konrad-metzgerei.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76597_x_y_b7ee84_04.jpg,null
Tourist Information im Rathaus,"Babymode, Bekleidung/Accessoires, Bücher, Musik, Filme, Damenmode, Herrenmode, Kindermode, Sonstiges, Souvenirartikel, Spiele & Puzzle, Spielwaren","Rathausplatz 1, 66111 Saarbrücken",+49 681 95909-200,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://tourismus.saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2022/01/90728_x_y_6215c2_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/09/79771_x_y_400037_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/01/98955_x_y_31d5a4_01.jpg",null
Foot Locker,"Bekleidung/Accessoires, Damenschuhe, Herrenschuhe, Kinderschuhe, Schuhe, Sportschuhe","Bahnhofstraße 79, 66111 Saarbrücken",+49 681 93357797,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://stores.footlocker.de/de/de-sl/saarbrucken/bahnhofstrasse-79-1297_31_03257.html,null,null,null
Schmuckatelier Peter Cullmann,"Damenschmuck, Goldschmied, Herrenschmuck, Kinderschmuck, Schmuck/Uhren, Trauringe","Bahnhofstraße 4, 66111 Saarbrücken",+49 681 3 90 82 30,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.cullmann-schmuck.de,null,null,null
Intimissimi,"Bademode, Bekleidung/Accessoires, Damenmode, Dessous","Bahnhofstraße 51, 66111 Saarbrücken",+49 681 59096526,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://intimissimi.com,null,null,null
Goldschmiede Werkatelier- Kornelia Landau,"Damenschmuck, Goldschmied, Schmuck/Uhren, Trauringe","Mainzer Straße 11, 66111 Saarbrücken",+49 681 9385365,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.kornelia-landau.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/12074_x_y_5df254_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/12072_x_y_1787a7_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/12073_x_y_b6257b_04.jpg",null
Rituals,"Bekleidung/Accessoires, Damenmode, Düfte, Gesundheit und Kosmetik, Make-up, Möbel & Haushaltswaren, Naturkosmetik, Parfümerie, Drogerie, Pflege, Wohnen & Einrichten","Bahnhofstraße 74, 66111 Saarbrücken",+49 681 95804623,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.rituals.com,null,null,null
REWE,"Lebensmittel, Supermarkt","Reichstraße 1, 66111 Saarbrücken",+49 681 41620017,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.rewe.de,null,null,null
Marc Cain Store,"Bekleidung/Accessoires, Damenmode, Damenschuhe, Lederwaren, Schuhe","St. Johanner Markt 35, 66111 Saarbrücken",+49 681 93815741,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.marc-cain.com,null,null,null
Manfred Alt Antiquitäten,"Möbel & Haushaltswaren, Sonstiges","Türkenstraße 7A, 66111 Saarbrücken",+49 681 373848,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.antik-alt.de,null,null,null
Mango,"Bademode, Bekleidung/Accessoires, Damenmode, Damenschuhe, Lederwaren, Schuhe","Trierer Strasse 1, 66111 Saarbrücken",+49 681 76180344,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://shop.mango.com,null,null,null
Juwelier Christ EUROPA-Galerie,"Damenschmuck, Damenuhren, Herrenschmuck, Herrenuhren, Kinderschmuck, Kinderuhren, Schmuck/Uhren, Trauringe","Trierer Strasse 1, 66111 Saarbrücken",+49 681 41620683,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.christ.de,null,null,null
ASIA SMILE,Lebensmittel,"Diskontopassage, 66111 Saarbrücken",+49 681 9380113,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_6fe289_04.jpg,null
YOSEFINE,Lebensmittel,"Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
City Nails,"Gesundheit und Kosmetik, Nail Art","Dudweilerstraße 20, 66111 Saarbrücken",+49 681 93862111,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://city-nails-beauty-products-wholesaler.business.site/,null,null,null
Lio Nails,"Gesundheit und Kosmetik, Nail Art","Dudweilerstraße 3, 66111 Saarbrücken",+49 681 93872525,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Maurer Einrichtungen,"Möbel & Haushaltswaren, Sonstiges, Wohnen & Einrichten","Dudweilerstraße 94, 66111 Saarbrücken",+49 681 91033550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://maurer-einrichtungen.de/,null,null,null
Tredy Fashion GmbH,"Bekleidung/Accessoires, Damenmode","Bahnhofstraße 56, 66111 Saarbrücken",+49 681 94996966,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.tredy-fashion.de,null,null,null
amplifon,"Gesundheit und Kosmetik, Hörgeräte","Stengelstraße 8, 66117 Saarbrücken",+49 681 9685860,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.amplifon.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_417c66_04.jpg,null
Ansons Herrenhaus KG,"Bekleidung/Accessoires, Herrenmode","Bahnhofstraße 69, 66111 Saarbrücken",+49 681 94007813,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.ansons.de,Ansons Herrenhaus bietet Ihnen eine große Auswahl mit erstklassiger Qualität an Männer Mode an.,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_b75950_04.jpg,null
Naturkreis Saarbrücken,"Gesundheit und Kosmetik, Lebensmittel, Naturkosmetik","Mainzer Straße 48, 66121 Saarbrücken",+49 681 98802490,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://naturkreis.de,null,null,null
Weine Balthasar,"Lebensmittel, Spirituosen","Mainzer Straße 33, 66111 Saarbrücken",+49 157 58199672,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.weine-balthasar.de/de/,Im Dezember zusätzlich Montag von 10-19 Uhr und Samstag von 10-16 Uhr.,https://einkaufen.saarbruecken.de/cache/media/attachments/2008/12/5368_x_y_6b1f3b_12.jpg,null
Toto-Lotto Tabakwaren Schüler,"Lebensmittel, Tabak","Dudweilerstraße 50, 66111 Saarbrücken",+49 681 36810,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Asia Hung,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 97057755,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
Damas,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
Eiscafé Florenz,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
Subway,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
C&A,"Babymode, Bademode, Bekleidung/Accessoires, Damenmode, Damenschuhe, Dessous, Herrenmode, Kindermode, Kinderschuhe, Lederwaren, Schuhe","Bahnhofstraße 104-108, 66111 Saarbrücken",+49 681 9581730,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.c-and-a.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_7c1c53_04.jpg,null
Jörg´s Schuh- & Schlüsseldienst,Sonstiges,"Passagestraße 2, 66111 Saarbrücken",+49 681 3798796,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Brot & Sinne,"Bäckerei, Lebensmittel","Mainzer Straße 86, 66111 Saarbrücken",+49 681 98805344,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
X-COMICS,"Bücher, Musik, Filme","Lortzingstraße 14, 66111 Saarbrücken",+49 681 35157,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.x-comics.de,null,null,null
Vorwerk,"Haushaltsgeräte & Staubsauger, Möbel & Haushaltswaren","St. Johanner Markt 30, 66111 Saarbrücken",+49 681 30140008,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.vorwerk.com/de/de/c/home/produkt-vorfuehrung/stores,null,null,null
Discount Waschsalon,"Bekleidung/Accessoires, Reinigung","Blumenstraße 42, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Exclusiv Polsterei,Möbel & Haushaltswaren,"Mainzer Straße 112, 66121 Saarbrücken",+49 681 67975,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.exclusiv-polsterei.de,null,null,null
Comma,"Bekleidung/Accessoires, Düfte, Gesundheit und Kosmetik, Lederwaren, Schuhe","Trierer Straße 1, 66111 Saarbrücken",+49 681 70960951,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.comma-store.de,null,null,null
Flamingo Market,"Bekleidung/Accessoires, Schmuck/Uhren","Försterstraße 21, 66111 Saarbrücken",+49 681 374053,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.flamingomarket.de,null,null,null
City Bazar,"Lebensmittel, Supermarkt","Mainzer Straße 135, 66121 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Wilais Thai - Imbiss & Asia Shop,null,"Kaiserstraße 6, 66111 Saarbrücken",+49 681 709777455,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Top Clean,null,"Mainzer Straße 110, 66121 Saarbrücken",+49 681 68210,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Kletterzentrum,null,"Mainzer Straße 30, 66111 Saarbrücken",+49 681 6852881,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.kletterzentrum-saarbruecken.de,null,null,null
LASCANA Dessous/Bademode,"Bademode, Bekleidung/Accessoires, Dessous","Trierer Straße 1, 66111 Saarbrücken",+49 681 41620079,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
JD Sports,"Schuhe, Spielwaren","Trierer Straße 1, 66111 Saarbrücken",+49 681 99194942,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.jdsports.de,null,null,null
VINDUE,"Bekleidung/Accessoires, Bücher, Musik, Filme, Damenmode, Damenschuhe, Düfte, Gesundheit und Kosmetik, Parfümerie, Drogerie, Pflege, Schuhe","Schillerplatz 2, 66111 Saarbrücken",+49 681 95807880,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.vindue-sb.com,null,null,null
Steampunk,Sonstiges,"Obertorstraße 5, 66111 Saarbrücken",+49 681 93868243,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.facebook.com/Steampunk.Saar,Elektronische Zigaretten,null,null
dm-Drogeriemarkt Diskontopassage,"Düfte, Fairtrade, Gesundheit und Kosmetik, Lebensmittel, Make-up, Nail Art, Naturkosmetik, Parfümerie, Drogerie, Pflege","Diskontopassage 35, 66111 Saarbrücken",+49681 906 6815,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.dm.de/store/d31h/saarbruecken/discontopassage-35,null,null,null
Reformhaus Escher,"Fairtrade, Lebensmittel","Kaiserstraße 2, 66111 Saarbrücken",+49 681 3907460,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.reformhaus-escher.de,null,null,null
s'Oliver,Bekleidung/Accessoires,"Trierer Straße 1, 66111 Saarbrücken",+49 681 84120080,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.soliver.de,null,null,null
Thalia,"Bücher, Musik, Filme, Fachbücher, Sachbücher, Schulbücher, Sonstiges","Bahnhofstraße 54, 66111 Saarbrücken",+49 681 38830,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.thalia.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_224b9b_04.jpg,null
Mc Paper,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf","Bahnhofstraße 59, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.mcpaper.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_f1fe99_04.jpg,null
Tchibo GmbH,"Bekleidung/Accessoires, Elektronik, Computer, Lebensmittel, Möbel & Haushaltswaren, Schmuck/Uhren, Sonstiges","Bahnhofstraße 50, 66111 Saarbrücken",+49 681 30986640,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.tchibo.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_a3ea5b_04.jpg,null
SCHLÜSSELNOTDIENST & SCHLÜSSELDIENST,Sonstiges,"Bruchwiesenanlage 2, 66125 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://schluesselnotdienstsaarbruecken.de,"R Sherman – Ihr Schlüsseldienst & Schlüsselnotdienst im Saarland 🔑 Ob zugefallene Tür, verlorener Schlüssel oder defektes Schloss – ich bin schnell, zuverlässig und rund um die Uhr für Sie da. Mit fairen Preisen und professioneller Technik öffne ich Türen ohne Schäden, wann immer möglich. Mein Einsatzgebiet umfasst Saarbrücken und das gesamte Saarland. Jetzt anrufen oder mehr erfahren 👉 https://schluesselnotdienstsaarbruecken.de",null,null
Hunkemöller Bahnhofstraße,"Bekleidung/Accessoires, Dessous","Bahnhofstraße 78, 66111 Saarbrücken",+49 681 3014336,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.hunkemoller.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_bf470c_04.jpg,null
Cover Face Fotostudio,"Elektronik, Computer, Gesundheit und Kosmetik, Kamera & Foto, Make-up, Sonstiges","Bahnhofstraße 95, 66111 Saarbrücken",+496813907172,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.coverface.de/,null,null,null
